yRC,xRC,Upper_Beam,Lower_Beam,Ride,Frame_Height,Frame_h_ground,y1,y2,xL,yL,xR,yR,Upper_arm_angle,Upper_arm_length,Lower_arm_angle,Lower_arm_length
7.908803997632981,0,34,28,20,42,62,19,70,226.1104972375691,24.16574585635359,-226.1104972375691,24.16574585635359,8.2758928270752,55.57877292636101,0.9391909457355799,61.00819617067857
8.003969315850503,0,35,28,20,42,62,19,70,220.9520295202952,24.08118081180812,-220.9520295202952,24.08118081180812,8.426969021480673,54.58937625582472,0.9391909457355799,61.00819617067857
7.596724678018754,0,30,29,20,42,62,19,70,245.9536178107607,24.58256029684601,-245.9536178107607,24.58256029684601,7.721825800130975,59.53990258641679,0.9548412538721887,60.00833275471
7.679920329699436,0,31,29,20,42,62,19,70,240.8884758364312,24.49814126394052,-240.8884758364312,24.49814126394052,7.853313301978219,58.54912467321779,0.9548412538721887,60.00833275471
7.76587667005929,0,32,29,20,42,62,19,70,235.804469273743,24.41340782122905,-235.804469273743,24.41340782122905,7.989326766396897,57.55866572463264,0.9548412538721887,60.00833275471
7.854733429710429,0,33,29,20,42,62,19,70,230.7014925373134,24.32835820895522,-230.7014925373134,24.32835820895522,8.130102354155978,56.5685424949238,0.9548412538721887,60.00833275471
7.946639930932687,0,34,29,20,42,62,19,70,225.5794392523364,24.24299065420561,-225.5794392523364,24.24299065420561,8.2758928270752,55.57877292636101,0.9548412538721887,60.00833275471
8.041755925056954,0,35,29,20,42,62,19,70,220.438202247191,24.15730337078652,-220.438202247191,24.15730337078652,8.426969021480673,54.58937625582472,0.9548412538721887,60.00833275471
7.719173507422489,0,31,30,20,42,62,19,70,240.2867924528302,24.5811320754717,-240.2867924528302,24.5811320754717,7.853313301978219,58.54912467321779,0.9710219310791666,59.00847396772772
7.805083724852429,0,32,30,20,42,62,19,70,235.2211720226843,24.4952741020794,-235.2211720226843,24.4952741020794,7.989326766396897,57.55866572463264,0.9710219310791666,59.00847396772772
7.893892823733798,0,33,30,20,42,62,19,70,230.1363636363636,24.40909090909091,-230.1363636363636,24.40909090909091,8.130102354155978,56.5685424949238,0.9710219310791666,59.00847396772772
7.985750048141729,0,34,30,20,42,62,19,70,225.0322580645161,24.32258064516129,-225.0322580645161,24.32258064516129,8.2758928270752,55.57877292636101,0.9710219310791666,59.00847396772772
7.845633733785583,0,32,31,20,42,62,19,70,234.6199616122841,24.57965451055662,-234.6199616122841,24.57965451055662,7.989326766396897,57.55866572463264,0.98776039963981,58.00862004909271
7.934393548094784,0,33,31,20,42,62,19,70,229.5538461538462,24.49230769230769,-229.5538461538462,24.49230769230769,8.130102354155978,56.5685424949238,0.98776039963981,58.00862004909271
8.026199816808669,0,34,31,20,42,62,19,70,224.4682080924856,24.40462427745665,-224.4682080924856,24.40462427745665,8.2758928270752,55.57877292636101,0.98776039963981,58.00862004909271
7.976305720739409,0,33,32,20,42,62,19,70,228.953125,24.578125,-228.953125,24.578125,8.130102354155978,56.5685424949238,1.005086005254181,57.0087712549569
8.068059267595068,0,34,32,20,42,62,19,70,223.8864970645793,24.48923679060665,-223.8864970645793,24.48923679060665,8.2758928270752,55.57877292636101,1.005086005254181,57.0087712549569
8.111403398889307,0,34,33,20,42,62,19,70,223.286282306163,24.5765407554672,-223.286282306163,24.5765407554672,8.2758928270752,55.57877292636101,1.023030188667836,56.00892785976179
7.352117647620001,0,26,25,20,40,60,19,68,254.5965217391304,24.36869565217391,-254.5965217391304,24.36869565217391,7.236922025968004,63.5059052372297,0.8951737102110744,64.00781202322104
7.428300223743983,0,27,25,20,40,60,19,68,249.7317073170732,24.29268292682927,-249.7317073170732,24.29268292682927,7.352379359892359,62.51399843235113,0.8951737102110744,64.00781202322104
7.506848506607517,0,28,25,20,40,60,19,68,244.8499127399651,24.21640488656195,-244.8499127399651,24.21640488656195,7.471559176592376,61.5223536610881,0.8951737102110744,64.00781202322104
7.587874427991927,0,29,25,20,40,60,19,68,239.951048951049,24.13986013986014,-239.951048951049,24.13986013986014,7.594643368591445,60.53098380168623,0.8951737102110744,64.00781202322104
7.671497094129889,0,30,25,20,40,60,19,68,235.0350262697023,24.0630472854641,-235.0350262697023,24.0630472854641,7.721825800130975,59.53990258641679,0.8951737102110744,64.00781202322104
7.7578433698893,0,31,25,20,40,60,19,68,230.1017543859649,23.9859649122807,-230.1017543859649,23.9859649122807,7.853313301978219,58.54912467321779,0.8951737102110744,64.00781202322104
7.847048520983109,0,32,25,20,40,60,19,68,225.1511423550088,23.90861159929701,-225.1511423550088,23.90861159929701,7.989326766396897,57.55866572463264,0.8951737102110744,64.00781202322104
7.939256921042529,0,33,25,20,40,60,19,68,220.1830985915493,23.83098591549296,-220.1830985915493,23.83098591549296,8.130102354155978,56.5685424949238,0.8951737102110744,64.00781202322104
7.463203463203462,0,27,26,20,40,60,19,68,249.1519434628975,24.36749116607774,-249.1519434628975,24.36749116607774,7.352379359892359,62.51399843235113,0.9093804491991414,63.00793600809345
7.541714125851767,0,28,26,20,40,60,19,68,244.2867256637168,24.29026548672567,-244.2867256637168,24.29026548672567,7.471559176592376,61.5223536610881,0.9093804491991414,63.00793600809345
7.622701254414809,0,29,26,20,40,60,19,68,239.4042553191489,24.21276595744681,-239.4042553191489,24.21276595744681,7.594643368591445,60.53098380168623,0.9093804491991414,63.00793600809345
7.70628389944111,0,30,26,20,40,60,19,68,234.5044404973357,24.13499111900533,-234.5044404973357,24.13499111900533,7.721825800130975,59.53990258641679,0.9093804491991414,63.00793600809345
7.792588866532529,0,31,26,20,40,60,19,68,229.5871886120997,24.05693950177936,-229.5871886120997,24.05693950177936,7.853313301978219,58.54912467321779,0.9093804491991414,63.00793600809345
7.881751358261425,0,32,26,20,40,60,19,68,224.6524064171123,23.97860962566845,-224.6524064171123,23.97860962566845,7.989326766396897,57.55866572463264,0.9093804491991414,63.00793600809345
7.577697129660177,0,28,27,20,40,60,19,68,243.7073608617594,24.36624775583483,-243.7073608617594,24.36624775583483,7.471559176592376,61.5223536610881,0.9240453527727062,62.00806399170998
7.658644228587926,0,29,27,20,40,60,19,68,238.841726618705,24.28776978417266,-238.841726618705,24.28776978417266,7.594643368591445,60.53098380168623,0.9240453527727062,62.00806399170998
7.742185576515083,0,30,27,20,40,60,19,68,233.9585585585586,24.20900900900901,-233.9585585585586,24.20900900900901,7.721825800130975,59.53990258641679,0.9240453527727062,62.00806399170998
7.82844791788669,0,31,27,20,40,60,19,68,229.057761732852,24.12996389891697,-229.057761732852,24.12996389891697,7.853313301978219,58.54912467321779,0.9240453527727062,62.00806399170998
7.917566390120091,0,32,27,20,40,60,19,68,224.1392405063291,24.05063291139241,-224.1392405063291,24.05063291139241,7.989326766396897,57.55866572463264,0.9240453527727062,62.00806399170998
7.695757880617034,0,29,28,20,40,60,19,68,238.2627737226277,24.36496350364963,-238.2627737226277,24.36496350364963,7.594643368591445,60.53098380168623,0.9391909457355799,61.00819617067857
7.779256593447545,0,30,28,20,40,60,19,68,233.3967093235832,24.28519195612432,-233.3967093235832,24.28519195612432,7.721825800130975,59.53990258641679,0.9391909457355799,61.00819617067857
7.865474928041205,0,31,28,20,40,60,19,68,228.5128205128205,24.2051282051282,-228.5128205128205,24.2051282051282,7.853313301978219,58.54912467321779,0.9391909457355799,61.00819617067857
7.954547954547955,0,32,28,20,40,60,19,68,223.6110091743119,24.12477064220183,-223.6110091743119,24.12477064220183,7.989326766396897,57.55866572463264,0.9391909457355799,61.00819617067857
7.817555025192257,0,30,29,20,40,60,19,68,232.8181818181818,24.36363636363636,-232.8181818181818,24.36363636363636,7.721825800130975,59.53990258641679,0.9548412538721887,60.00833275471
7.903727903727905,0,31,29,20,40,60,19,68,227.9516728624535,24.28252788104089,-227.9516728624535,24.28252788104089,7.853313301978219,58.54912467321779,0.9548412538721887,60.00833275471
7.992753987822676,0,32,29,20,40,60,19,68,223.0670391061452,24.20111731843576,-223.0670391061452,24.20111731843576,7.989326766396897,57.55866572463264,0.9548412538721887,60.00833275471
7.943268757549999,0,31,30,20,40,60,19,68,227.3735849056604,24.3622641509434,-227.3735849056604,24.3622641509434,7.853313301978219,58.54912467321779,0.9710219310791666,59.00847396772772
8.032246327375269,0,32,30,20,40,60,19,68,222.5066162570888,24.27977315689981,-222.5066162570888,24.27977315689981,7.989326766396897,57.55866572463264,0.9710219310791666,59.00847396772772
8.073091045768642,0,32,31,20,40,60,19,68,221.9289827255278,24.36084452975048,-221.9289827255278,24.36084452975048,7.989326766396897,57.55866572463264,0.98776039963981,58.00862004909271
7.291462597308863,0,40,28,20,42,62,19,68,263.9180722891566,24.7855421686747,-263.9180722891566,24.7855421686747,6.981057406829795,49.36598018878993,0.9391909457355799,61.00819617067857
7.330018539263278,0,40,29,20,42,62,19,68,263.2249388753056,24.87041564792176,-263.2249388753056,24.87041564792176,6.981057406829795,49.36598018878993,0.9548412538721887,60.00833275471
7.369872503696993,0,40,30,20,42,62,19,68,262.5111662531017,24.95781637717122,-262.5111662531017,24.95781637717122,6.981057406829795,49.36598018878993,0.9710219310791666,59.00847396772772
7.411091161624716,0,40,31,20,42,62,19,68,261.7758186397985,25.04785894206549,-261.7758186397985,25.04785894206549,6.981057406829795,49.36598018878993,0.98776039963981,58.00862004909271
7.453745829542008,0,40,32,20,42,62,19,68,261.0179028132993,25.14066496163683,-261.0179028132993,25.14066496163683,6.981057406829795,49.36598018878993,1.005086005254181,57.0087712549569
7.497912881206108,0,40,33,20,42,62,19,68,260.2363636363636,25.23636363636363,-260.2363636363636,25.23636363636363,6.981057406829795,49.36598018878993,1.023030188667836,56.00892785976179
7.54367420400817,0,40,34,20,42,62,19,68,259.4300791556728,25.33509234828496,-259.4300791556728,25.33509234828496,6.981057406829795,49.36598018878993,1.041626676009974,55.00909015790027
7.59111770567399,0,40,35,20,42,62,19,68,258.5978552278821,25.43699731903485,-258.5978552278821,25.43699731903485,6.981057406829795,49.36598018878993,1.060911690264228,54.00925846556311
7.549317478085159,0,39,36,20,42,62,19,68,263.8532608695652,25.65760869565217,-263.8532608695652,25.65760869565217,6.84277341263094,50.35871324805668,1.080924186660689,53.00943312279428
7.640337877889745,0,40,36,20,42,62,19,68,257.7384196185286,25.54223433242507,-257.7384196185286,25.54223433242507,6.981057406829795,49.36598018878993,1.080924186660689,53.00943312279428
7.600479992888995,0,39,37,20,42,62,19,68,262.9337016574586,25.76795580110497,-262.9337016574586,25.76795580110497,6.84277341263094,50.35871324805668,1.101706115206375,52.00961449578337
7.69143642445614,0,40,37,20,42,62,19,68,256.8504155124654,25.65096952908587,-256.8504155124654,25.65096952908587,6.981057406829795,49.36598018878993,1.101706115206375,52.00961449578337
7.653632972377027,0,39,38,20,42,62,19,68,261.9831460674157,25.88202247191011,-261.9831460674157,25.88202247191011,6.84277341263094,50.35871324805668,1.123302714075429,51.00980297942739
7.744522962757687,0,40,38,20,42,62,19,68,255.9323943661972,25.76338028169014,-255.9323943661972,25.76338028169014,6.981057406829795,49.36598018878993,1.123302714075429,51.00980297942739
7.799715808728283,0,40,39,20,42,62,19,68,254.9828080229226,25.87965616045845,-254.9828080229226,25.87965616045845,6.981057406829795,49.36598018878993,1.145762838175103,50.00999900019995
7.21544452852476,0,38,25,20,40,60,19,66,263.6620689655172,24.51034482758621,-263.6620689655172,24.51034482758621,6.709836807756933,51.35172830587106,0.8951737102110744,64.00781202322104
7.306944844966586,0,39,25,20,40,60,19,66,257.5437788018433,24.4147465437788,-257.5437788018433,24.4147465437788,6.84277341263094,50.35871324805668,0.8951737102110744,64.00781202322104
7.401987410933955,0,40,25,20,40,60,19,66,251.3972286374134,24.31870669745958,-251.3972286374134,24.31870669745958,6.981057406829795,49.36598018878993,0.8951737102110744,64.00781202322104
7.250843644544433,0,38,26,20,40,60,19,66,263.006993006993,24.58741258741259,-263.006993006993,24.58741258741259,6.709836807756933,51.35172830587106,0.9093804491991414,63.00793600809345
7.342299316089099,0,39,26,20,40,60,19,66,256.911214953271,24.49065420560748,-256.911214953271,24.49065420560748,6.84277341263094,50.35871324805668,0.9093804491991414,63.00793600809345
7.437295528898582,0,40,26,20,40,60,19,66,250.7868852459016,24.39344262295082,-250.7868852459016,24.39344262295082,6.981057406829795,49.36598018878993,0.9093804491991414,63.00793600809345
7.287376902417188,0,38,27,20,40,60,19,66,262.3333333333333,24.66666666666666,-262.3333333333333,24.66666666666666,6.709836807756933,51.35172830587106,0.9240453527727062,62.00806399170998
7.378786506385787,0,39,27,20,40,60,19,66,256.260663507109,24.56872037914692,-256.260663507109,24.56872037914692,6.84277341263094,50.35871324805668,0.9240453527727062,62.00806399170998
7.473734888905009,0,40,27,20,40,60,19,66,250.1591448931116,24.47030878859857,-250.1591448931116,24.47030878859857,6.981057406829795,49.36598018878993,0.9240453527727062,62.00806399170998
7.325099694142243,0,38,28,20,40,60,19,66,261.6402877697842,24.74820143884892,-261.6402877697842,24.74820143884892,6.709836807756933,51.35172830587106,0.9391909457355799,61.00819617067857
7.416461738753073,0,39,28,20,40,60,19,66,255.5913461538462,24.64903846153846,-255.5913461538462,24.64903846153846,6.84277341263094,50.35871324805668,0.9391909457355799,61.00819617067857
7.5113607421011,0,40,28,20,40,60,19,66,249.5132530120482,24.54939759036144,-249.5132530120482,24.54939759036144,6.981057406829795,49.36598018878993,0.9391909457355799,61.00819617067857
7.364071078576067,0,38,29,20,40,60,19,66,260.9270072992701,24.83211678832117,-260.9270072992701,24.83211678832117,6.709836807756933,51.35172830587106,0.9548412538721887,60.00833275471
7.455383998395829,0,39,29,20,40,60,19,66,254.9024390243902,24.73170731707317,-254.9024390243902,24.73170731707317,6.84277341263094,50.35871324805668,0.9548412538721887,60.00833275471
7.550231997220121,0,40,29,20,40,60,19,66,248.8484107579462,24.63080684596577,-248.8484107579462,24.63080684596577,6.981057406829795,49.36598018878993,0.9548412538721887,60.00833275471
7.404354089963183,0,38,30,20,40,60,19,66,260.1925925925926,24.91851851851852,-260.1925925925926,24.91851851851852,6.709836807756933,51.35172830587106,0.9710219310791666,59.00847396772772
7.495616240977612,0,39,30,20,40,60,19,66,254.1930693069307,24.81683168316832,-254.1930693069307,24.81683168316832,6.84277341263094,50.35871324805668,0.9710219310791666,59.00847396772772
7.590411528335874,0,40,30,20,40,60,19,66,248.1637717121588,24.71464019851117,-248.1637717121588,24.71464019851117,6.981057406829795,49.36598018878993,0.9710219310791666,59.00847396772772
7.44601607815203,0,38,31,20,40,60,19,66,259.4360902255639,25.00751879699248,-259.4360902255639,25.00751879699248,6.709836807756933,51.35172830587106,0.98776039963981,58.00862004909271
7.537225732417149,0,39,31,20,40,60,19,66,253.462311557789,24.90452261306532,-253.462311557789,24.90452261306532,6.84277341263094,50.35871324805668,0.98776039963981,58.00862004909271
7.631966514223704,0,40,31,20,40,60,19,66,247.4584382871537,24.80100755667506,-247.4584382871537,24.80100755667506,6.981057406829795,49.36598018878993,0.98776039963981,58.00862004909271
7.489129084358305,0,38,32,20,40,60,19,66,258.6564885496183,25.09923664122137,-258.6564885496183,25.09923664122137,6.709836807756933,51.35172830587106,1.005086005254181,57.0087712549569
7.580284424188716,0,39,32,20,40,60,19,66,252.7091836734694,24.99489795918367,-252.7091836734694,24.99489795918367,6.84277341263094,50.35871324805668,1.005086005254181,57.0087712549569
7.674968813180195,0,40,32,20,40,60,19,66,246.7314578005115,24.89002557544757,-246.7314578005115,24.89002557544757,6.981057406829795,49.36598018878993,1.005086005254181,57.0087712549569
7.446004468595702,0,37,33,20,40,60,19,66,263.7422680412371,25.29896907216495,-263.7422680412371,25.29896907216495,6.581944655178012,52.3450093132096,1.023030188667836,56.00892785976179
7.53377025688576,0,38,33,20,40,60,19,66,257.8527131782946,25.1937984496124,-257.8527131782946,25.1937984496124,6.709836807756933,51.35172830587106,1.023030188667836,56.00892785976179
7.624869368531058,0,39,33,20,40,60,19,66,251.9326424870466,25.0880829015544,-251.9326424870466,25.0880829015544,6.84277341263094,50.35871324805668,1.023030188667836,56.00892785976179
7.719495377700597,0,40,33,20,40,60,19,66,245.9818181818182,24.98181818181818,-245.9818181818182,24.98181818181818,6.981057406829795,49.36598018878993,1.023030188667836,56.00892785976179
7.492312660591679,0,37,34,20,40,60,19,66,262.8848167539267,25.39790575916231,-262.8848167539267,25.39790575916231,6.581944655178012,52.3450093132096,1.041626676009974,55.00909015790027
7.580022311851025,0,38,34,20,40,60,19,66,257.0236220472441,25.29133858267716,-257.0236220472441,25.29133858267716,6.709836807756933,51.35172830587106,1.041626676009974,55.00909015790027
7.67106317860526,0,39,34,20,40,60,19,66,251.1315789473684,25.18421052631579,-251.1315789473684,25.18421052631579,6.84277341263094,50.35871324805668,1.041626676009974,55.00909015790027
7.765628714048017,0,40,34,20,40,60,19,66,245.2084432717678,25.07651715039578,-245.2084432717678,25.07651715039578,6.981057406829795,49.36598018878993,1.041626676009974,55.00909015790027
7.540322580645161,0,37,35,20,40,60,19,66,262,25.5,-262,25.5,6.581944655178012,52.3450093132096,1.060911690264228,54.00925846556311
7.627974044700792,0,38,35,20,40,60,19,66,256.168,25.392,-256.168,25.392,6.709836807756933,51.35172830587106,1.060911690264228,54.00925846556311
7.718954539382874,0,39,35,20,40,60,19,66,250.3048128342246,25.28342245989305,-250.3048128342246,25.28342245989305,6.84277341263094,50.35871324805668,1.060911690264228,54.00925846556311
7.81345739248837,0,40,35,20,40,60,19,66,244.4101876675603,25.17426273458445,-244.4101876675603,25.17426273458445,6.981057406829795,49.36598018878993,1.060911690264228,54.00925846556311
7.590129786893126,0,37,36,20,40,60,19,66,261.0864864864865,25.60540540540541,-261.0864864864865,25.60540540540541,6.581944655178012,52.3450093132096,1.080924186660689,53.00943312279428
7.677720899176498,0,38,36,20,40,60,19,66,255.2845528455285,25.49593495934959,-255.2845528455285,25.49593495934959,6.709836807756933,51.35172830587106,1.080924186660689,53.00943312279428
7.768638775911338,0,39,36,20,40,60,19,66,249.4510869565217,25.38586956521739,-249.4510869565217,25.38586956521739,6.84277341263094,50.35871324805668,1.080924186660689,53.00943312279428
7.863076614829771,0,40,36,20,40,60,19,66,243.5858310626703,25.27520435967303,-243.5858310626703,25.27520435967303,6.981057406829795,49.36598018878993,1.080924186660689,53.00943312279428
7.729365601397173,0,38,37,20,40,60,19,66,254.3719008264463,25.60330578512396,-254.3719008264463,25.60330578512396,6.709836807756933,51.35172830587106,1.101706115206375,52.00961449578337
7.82021848661808,0,39,37,20,40,60,19,66,248.5690607734807,25.49171270718232,-248.5690607734807,25.49171270718232,6.84277341263094,50.35871324805668,1.101706115206375,52.00961449578337
7.91458884691802,0,40,37,20,40,60,19,66,242.7340720221607,25.37950138504155,-242.7340720221607,25.37950138504155,6.981057406829795,49.36598018878993,1.101706115206375,52.00961449578337
7.873804250506574,0,39,38,20,40,60,19,66,247.6573033707865,25.60112359550562,-247.6573033707865,25.60112359550562,6.84277341263094,50.35871324805668,1.123302714075429,51.00980297942739
7.968104524930349,0,40,38,20,40,60,19,66,241.8535211267606,25.48732394366197,-241.8535211267606,25.48732394366197,6.981057406829795,49.36598018878993,1.123302714075429,51.00980297942739
8.023742845712327,0,40,39,20,40,60,19,66,240.9426934097421,25.59885386819484,-240.9426934097421,25.59885386819484,6.981057406829795,49.36598018878993,1.145762838175103,50.00999900019995
